serialNo,City,Brand,Model,Price/Unit,Quantity,Amount,Date,RAM,Internal Memory
66,Delhi,Brand 4,Model 908,1300,1,1300,10/2/2020,Feature1_12,
3,Ludhiana,Brand 3,Model 378,7000,1,7000,10/1/2020,Feature1_8,Feature2_1
3,Delhi,Brand 9,Model 138,1050,1,1050,10/7/2020,Feature1_4,
35,Kolkata,Brand 3,Model 77,1400,1,1400,10/2/2020,Feature1_26,
27,Delhi,Brand 8,Model 30,1600,1,1526,10/7/2020,,
28,Delhi,Brand 6,Model 19,1450,1,1399,10/6/2020,Feature1_16,
44,Lucknow,Brand 10,Model 534,950,1,12000,10/6/2020,Feature1_1,Feature2_1
30,Delhi,Brand 3,Model 916,1050,1,849,10/5/2020,Feature1_11,
46,Lucknow,Brand 9,Model 917,1500,1,1410,10/8/2020,Feature1_6,
31,Delhi,Brand 2,Model 333,1100,1,849,10/3/2020,Feature1_11,
47,Lucknow,Brand 7,Model 492,17500,1,14990,10/9/2020,Feature1_1,Feature2_2
7,Ludhiana,Brand 3,Model 919,8000,1,8999,10/7/2020,Feature1_3,Feature2_2
8,Ludhiana,Brand 3,Model 501,800,1,800,10/9/2020,Feature1_4,
34,Delhi,Brand 6,Model 922,1600,1,1410,10/4/2020,Feature1_6,
39,Kolkata,Brand 1,Model 57,19990,1,19990,10/5/2020,Feature1_5,Feature2_3
2,Kolkata,Brand 1,Model 924,5590,1,5590,10/9/2020,Feature1_10,Feature2_4
76,Delhi,Brand 9,Model 404,1600,1,1490,9/29/2020,Feature1_4,
78,Delhi,Brand 7,Model 927,1600,1,1526,9/27/2020,,
4,Kolkata,Brand 2,Model 78,1800,1,1800,10/8/2020,,
79,Delhi,Brand 8,Model 928,1500,1,1399,10/9/2020,Feature1_16,
81,Delhi,Brand 7,Model 931,1550,1,1410,10/7/2020,Feature1_6,
44,Kolkata,Brand 9,Model 932,1190,1,1190,10/7/2020,Feature1_4,
45,Kolkata,Brand 10,Model 933,1190,1,1190,10/6/2020,,
47,Kolkata,Brand 6,Model 14,9700,1,9700,10/4/2020,Feature1_1,Feature2_1
25,Delhi,Brand 3,Model 178,950,1,950,10/8/2020,Feature1_4,
15,Thiruvananthapuram,Brand 1,Model 26,1239,1,1239,10/7/2020,Feature1_16,
28,Delhi,Brand 4,Model 937,750,1,750,10/5/2020,Feature1_4,
29,Delhi,Brand 4,Model 13,1550,1,1410,10/4/2020,Feature1_6,
28,Lucknow,Brand 3,Model 178,1600,1,1410,10/1/2020,Feature1_6,
29,Lucknow,Brand 7,Model 236,950,1,12000,10/2/2020,Feature1_1,Feature2_1
31,Delhi,Brand 2,Model 93,1100,1,990,10/2/2020,Feature1_4,
30,Lucknow,Brand 8,Model 537,950,1,12000,10/3/2020,Feature1_1,Feature2_1
31,Lucknow,Brand 8,Model 537,1600,1,1410,10/5/2020,Feature1_6,
32,Lucknow,Brand 8,Model 940,1500,1,1410,10/6/2020,Feature1_6,
34,Lucknow,Brand 3,Model 941,950,1,12000,10/7/2020,Feature1_1,Feature2_1
35,Lucknow,Brand 3,Model 196,1600,1,1410,10/8/2020,Feature1_6,
52,Kolkata,Brand 1,Model 274,1790,1,1790,10/1/2020,Feature1_16,
6700505,Kolkata,Brand 6,Model 52,16990,1,16990,10/9/2020,Feature1_5,Feature2_3
32,Chennai,Brand 8,Model 202,1750,1,1750,10/5/2020,,
6700509,Kolkata,Brand 5,Model 479,18990,1,18990,10/9/2020,Feature1_5,Feature2_3
47,Thiruvananthapuram,Brand 10,Model 226,1489,1,1489,10/9/2020,Feature1_4,
34,Kanpur,Brand 7,Model 380,1050,1,1050,9/28/2020,Feature1_4,
84,Thiruvananthapuram,Brand 6,Model 113,799,1,799,10/3/2020,Feature1_11,
36,Kanpur,Brand 6,Model 313,7800,1,7800,10/5/2020,Feature1_8,Feature2_1
37,Kanpur,Brand 5,Model 948,8200,1,8200,10/9/2020,Feature1_8,Feature2_1
1,Ludhiana,Brand 8,Model 538,950,1,950,10/5/2020,Feature1_4,
54,Lucknow,Brand 8,Model 949,1600,1,1410,10/3/2020,Feature1_6,
55,Lucknow,Brand 8,Model 950,12500,1,12500,10/3/2020,Feature1_3,Feature2_2
30,Chennai,Brand 6,Model 59,8000,1,8000,10/6/2020,Feature1_8,Feature2_1
59,Lucknow,Brand 9,Model 956,950,1,12000,10/8/2020,Feature1_1,Feature2_1
42,Kolkata,Brand 1,Model 539,1550,1,1550,10/2/2020,Feature1_4,
22,Lucknow,Brand 6,Model 19,1600,1,1410,10/1/2020,Feature1_6,
23,Lucknow,Brand 7,Model 442,12500,1,12500,10/2/2020,Feature1_3,Feature2_2
44,Kolkata,Brand 3,Model 957,8500,1,10890,10/4/2020,Feature1_3,Feature2_2
45,Kolkata,Brand 7,Model 413,1300,1,1300,10/5/2020,Feature1_4,
26,Lucknow,Brand 1,Model 539,950,1,12000,10/6/2020,Feature1_1,Feature2_1
46,Kolkata,Brand 8,Model 959,1100,1,1100,10/6/2020,Feature1_4,
28,Lucknow,Brand 4,Model 4,1500,1,1410,10/8/2020,Feature1_6,
29,Lucknow,Brand 2,Model 533,1600,1,1410,10/9/2020,Feature1_6,
34,Delhi,Brand 5,Model 962,8000,1,8000,10/2/2020,Feature1_8,Feature2_1
49,Kolkata,Brand 3,Model 490,7000,1,6999,10/2/2020,Feature1_10,Feature2_4
35,Delhi,Brand 1,Model 204,9200,1,9200,10/9/2020,Feature1_1,Feature2_1
36,Delhi,Brand 3,Model 505,8000,1,8000,10/3/2020,Feature1_1,Feature2_1
38,Delhi,Brand 7,Model 224,12400,1,12400,10/6/2020,Feature1_3,Feature2_2
39,Delhi,Brand 6,Model 508,8000,1,8000,10/7/2020,Feature1_8,Feature2_1
40,Delhi,Brand 3,Model 246,1050,2,2100,10/8/2020,Feature1_16,
6,Ludhiana,Brand 1,Model 68,1700,1,1650,10/9/2020,Feature1_4,
27,Chennai,Brand 10,Model 965,1800,1,1410,10/7/2020,Feature1_6,
387,Lucknow,Brand 6,Model 113,15999,1,15998.99,10/9/2020,Feature1_9,Feature2_2
44,Lucknow,Brand 1,Model 383,1150,1,12000,10/8/2020,Feature1_1,Feature2_1
14,Ludhiana,Brand 2,Model 2,1450,1,1450,10/4/2020,Feature1_16,
20,Chennai,Brand 5,Model 201,21700,1,21700,10/7/2020,Feature1_10,Feature2_4
1,Delhi,Brand 1,Model 50,27500,1,27500,10/1/2020,Feature1_9,Feature2_2
24,Lucknow,Brand 3,Model 9,1650,1,1410,10/1/2020,Feature1_6,
25,Lucknow,Brand 1,Model 105,12500,1,12500,10/2/2020,Feature1_3,Feature2_2
26,Lucknow,Brand 6,Model 271,11000,1,11000,10/3/2020,Feature1_1,Feature2_2
27,Lucknow,Brand 2,Model 18,12500,1,12500,10/5/2020,Feature1_3,Feature2_2
28,Lucknow,Brand 6,Model 176,11000,1,11000,10/6/2020,Feature1_1,Feature2_2
23,Lucknow,Brand 6,Model 176,1600,1,1410,10/1/2020,Feature1_6,
24,Lucknow,Brand 6,Model 149,12500,1,12500,10/9/2020,Feature1_3,Feature2_2
30,Lucknow,Brand 6,Model 271,1650,1,1410,10/8/2020,Feature1_6,
26,Lucknow,Brand 6,Model 176,11000,1,13500,10/3/2020,Feature1_3,Feature2_1
31,Lucknow,Brand 2,Model 8,11000,1,11000,10/9/2020,Feature1_1,Feature2_2
27,Lucknow,Brand 1,Model 115,1600,1,1410,10/5/2020,Feature1_6,
29,Lucknow,Brand 3,Model 37,1500,1,1410,10/7/2020,Feature1_6,
30,Lucknow,Brand 6,Model 121,12500,1,12500,10/9/2020,Feature1_3,Feature2_2
3,Delhi,Brand 1,Model 99,7200,1,13699,10/9/2020,Feature1_3,Feature2_3
31,Lucknow,Brand 3,Model 48,950,1,12000,10/8/2020,Feature1_1,Feature2_1
23,Lucknow,Brand 6,Model 17,1600,1,1410,10/1/2020,Feature1_6,
23,Lucknow,Brand 3,Model 35,950,1,12000,10/1/2020,Feature1_1,Feature2_1
24,Lucknow,Brand 4,Model 73,12500,1,12500,10/2/2020,Feature1_3,Feature2_2
25,Lucknow,Brand 6,Model 79,12500,1,12500,10/3/2020,Feature1_3,Feature2_2
26,Lucknow,Brand 3,Model 9,1650,1,1410,10/5/2020,Feature1_6,
27,Lucknow,Brand 2,Model 456,1650,1,1410,10/6/2020,Feature1_6,
28,Lucknow,Brand 3,Model 175,11000,1,11000,10/7/2020,Feature1_1,Feature2_2
24,Lucknow,Brand 3,Model 22,12500,1,12500,10/9/2020,Feature1_3,Feature2_2
62,Lucknow,Brand 3,Model 22,1150,1,12000,10/9/2020,Feature1_1,Feature2_1
29,Lucknow,Brand 3,Model 108,1650,1,1410,10/8/2020,Feature1_6,
30,Lucknow,Brand 3,Model 134,1650,1,1410,10/9/2020,Feature1_6,
26,Lucknow,Brand 4,Model 55,950,1,12000,10/3/2020,Feature1_1,Feature2_1
27,Lucknow,Brand 3,Model 36,12500,1,12500,10/5/2020,Feature1_3,Feature2_2
28,Lucknow,Brand 2,Model 7,950,1,12000,10/6/2020,Feature1_1,Feature2_1
29,Lucknow,Brand 2,Model 103,1600,1,1410,10/7/2020,Feature1_6,
30,Lucknow,Brand 1,Model 969,1500,1,1410,10/8/2020,Feature1_6,
8,Kanpur,Brand 10,Model 534,14700,1,14700,10/1/2020,Feature1_9,Feature2_2
65,Lucknow,Brand 6,Model 14,1300,1,12000,10/8/2020,Feature1_1,Feature2_1
40,Lucknow,Brand 10,Model 513,1160,1,12000,9/27/2020,Feature1_1,Feature2_1
42,Lucknow,Brand 1,Model 305,8200,1,8200,9/29/2020,Feature1_8,Feature2_1
43,Lucknow,Brand 4,Model 970,1000,1,1000,9/30/2020,Feature1_6,
9,Kanpur,Brand 6,Model 234,950,1,899,10/2/2020,Feature1_4,
23,Thiruvananthapuram,Brand 2,Model 144,1699,1,1699,10/9/2020,Feature1_17,
79,Lucknow,Brand 3,Model 9,1150,1,1399,10/8/2020,Feature1_16,
35,Chennai,Brand 4,Model 971,7970,1,7970,10/9/2020,Feature1_8,Feature2_1
4,Delhi,Brand 1,Model 361,8499,1,8499,10/9/2020,Feature1_8,Feature2_1
4,Delhi,Brand 3,Model 37,33000,1,59999,10/9/2020,Feature1_1,Feature2_2
37,Chennai,Brand 10,Model 416,7900,1,7900,10/7/2020,Feature1_8,Feature2_4
25,Lucknow,Brand 10,Model 169,1600,1,1410,10/5/2020,Feature1_6,
26,Lucknow,Brand 8,Model 538,1650,1,1410,10/5/2020,Feature1_6,
27,Lucknow,Brand 1,Model 51,1650,1,1410,10/6/2020,Feature1_6,
28,Lucknow,Brand 3,Model 509,12500,1,12500,10/6/2020,Feature1_3,Feature2_2
29,Lucknow,Brand 9,Model 415,1650,1,1410,10/8/2020,Feature1_6,
39,Chennai,Brand 7,Model 139,8590,1,8590,10/5/2020,Feature1_8,Feature2_1
31,Lucknow,Brand 9,Model 977,1600,1,1410,10/6/2020,Feature1_6,
7,Delhi,Brand 9,Model 979,1500,1,1472,10/6/2020,Feature1_19,
10,Delhi,Brand 3,Model 172,1550,1,1526,10/3/2020,,
22,Kolkata,Brand 9,Model 983,1250,1,1250,10/5/2020,Feature1_16,
48,Thiruvananthapuram,Brand 5,Model 985,1410,1,1410,10/3/2020,Feature1_6,
26,Kolkata,Brand 1,Model 986,1400,1,1400,10/9/2020,Feature1_4,
48,Kolkata,Brand 4,Model 987,1600,1,1600,10/1/2020,Feature1_4,
38,Kolkata,Brand 10,Model 988,1400,1,1400,10/1/2020,Feature1_26,
49,Thiruvananthapuram,Brand 10,Model 453,1499,1,1499,10/5/2020,Feature1_4,
